,neighbourhood_code,neigbourhood,neighbourhood_combination_code,district_code,surface_m2,geometry 
286,M55b,De Eenhoorn,M55,M,180221.0,"POLYGON ((4.915413 52.349531, 4.9165 52.350018, 4.921618 52.352323, 4.921867 52.352117, 4.922277 52.351807, 4.925054 52.350084, 4.923741 52.34866, 4.923442 52.348694, 4.92314 52.348711, 4.922685 52.348705, 4.922384 52.34868, 4.916606 52.347876, 4.916267 52.348403, 4.916041 52.348728, 4.915849 52.348985, 4.915413 52.349531))"
287,M55d,Don Bosco,M55,M,162587.0,"POLYGON ((4.928232 52.355329, 4.928549 52.35505, 4.929679 52.354302, 4.93056 52.353738, 4.929639 52.353168, 4.929062 52.352697, 4.928785 52.352449, 4.928584 52.352291, 4.92837 52.35214, 4.928144 52.351996, 4.92517 52.3502, 4.925054 52.350084, 4.922277 52.351807, 4.921867 52.352117, 4.921618 52.352323, 4.92693 52.354719, 4.928232 52.355329))"
288,M55e,Frankendael,M55,M,290403.0,"POLYGON ((4.923741 52.34866, 4.925054 52.350084, 4.92517 52.3502, 4.928144 52.351996, 4.92837 52.35214, 4.928584 52.352291, 4.928785 52.352449, 4.929062 52.352697, 4.929639 52.353168, 4.93056 52.353738, 4.933237 52.352055, 4.934775 52.351135, 4.935176 52.350876, 4.934858 52.350684, 4.927494 52.346567, 4.925161 52.34815, 4.924803 52.34834, 4.924485 52.348464, 4.924186 52.348558, 4.923741 52.34866))"
289,M55g,De Wetbuurt,M55,M,287637.0,"POLYGON ((4.921296 52.34249, 4.926073 52.345352, 4.925583 52.345657, 4.925571 52.345931, 4.925807 52.345936, 4.925988 52.345959, 4.926251 52.346011, 4.926506 52.34608, 4.92682 52.346199, 4.927494 52.346567, 4.932628 52.343083, 4.927145 52.339805, 4.921296 52.34249))"
290,M55h,Tuindorp Frankendael,M55,M,360612.0,"POLYGON ((4.927494 52.346567, 4.934858 52.350684, 4.935176 52.350876, 4.935501 52.350665, 4.937496 52.349421, 4.93911 52.348434, 4.939875 52.347976, 4.940185 52.347777, 4.933495 52.343703, 4.933402 52.343623, 4.93334 52.343533, 4.933309 52.343418, 4.933317 52.34334, 4.932976 52.343275, 4.932628 52.343083, 4.927494 52.346567))"
291,M56a,Linnaeusparkbuurt,M56,M,178158.0,"POLYGON ((4.928232 52.355329, 4.929878 52.356059, 4.933244 52.356808, 4.936626 52.357521, 4.937022 52.357573, 4.937147 52.357684, 4.937644 52.357487, 4.937053 52.356963, 4.936748 52.35709, 4.936667 52.357115, 4.936599 52.357124, 4.93651 52.357123, 4.936422 52.357107, 4.936346 52.357078, 4.932689 52.354943, 4.9368 52.352332, 4.937213 52.352071, 4.935176 52.350876, 4.934775 52.351135, 4.933237 52.352055, 4.93056 52.353738, 4.929679 52.354302, 4.928549 52.35505, 4.928232 52.355329))"
292,M56b,Middenmeer Noord,M56,M,185583.0,"POLYGON ((4.937644 52.357487, 4.938581 52.357096, 4.939709 52.35665, 4.941895 52.355736, 4.940721 52.355038, 4.941041 52.354835, 4.9368 52.352332, 4.932689 52.354943, 4.936346 52.357078, 4.936422 52.357107, 4.93651 52.357123, 4.936599 52.357124, 4.936667 52.357115, 4.936748 52.35709, 4.937053 52.356963, 4.937644 52.357487))"
293,M56c,Middenmeer Zuid,M56,M,396012.0,"POLYGON ((4.935176 52.350876, 4.937213 52.352071, 4.9368 52.352332, 4.941041 52.354835, 4.940721 52.355038, 4.941895 52.355736, 4.947239 52.353512, 4.947581 52.353368, 4.947698 52.353299, 4.948803 52.352825, 4.948611 52.352709, 4.94772 52.352249, 4.946921 52.351798, 4.946347 52.351442, 4.944314 52.350234, 4.940185 52.347777, 4.939875 52.347976, 4.93911 52.348434, 4.937496 52.349421, 4.935501 52.350665, 4.935176 52.350876))"
294,M56d,Sportpark Middenmeer Zuid,M56,M,211320.0,"POLYGON ((4.940185 52.347777, 4.944314 52.350234, 4.947349 52.348332, 4.948535 52.347579, 4.948807 52.347419, 4.948919 52.347369, 4.949078 52.347319, 4.949541 52.34722, 4.94966 52.347184, 4.949833 52.347108, 4.95003 52.346978, 4.949889 52.346874, 4.945638 52.344331, 4.945309 52.344544, 4.944483 52.345079, 4.942966 52.346012, 4.941522 52.346919, 4.940185 52.347777))"
295,M56e,Sportpark Middenmeer Noord,M56,M,251024.0,"POLYGON ((4.944314 52.350234, 4.946347 52.351442, 4.946921 52.351798, 4.94772 52.352249, 4.948611 52.352709, 4.948803 52.352825, 4.949617 52.352474, 4.955351 52.350066, 4.955174 52.349908, 4.95465 52.349608, 4.95399 52.349203, 4.95325 52.348789, 4.952524 52.348363, 4.95228 52.348304, 4.95003 52.346978, 4.949833 52.347108, 4.94966 52.347184, 4.949541 52.34722, 4.949078 52.347319, 4.948919 52.347369, 4.948807 52.347419, 4.948535 52.347579, 4.947349 52.348332, 4.944314 52.350234))"
296,M56h,Science Park Noord,M56,M,417834.0,"POLYGON ((4.937147 52.357684, 4.937431 52.357733, 4.937798 52.357781, 4.940465 52.358374, 4.940729 52.3584, 4.940947 52.358407, 4.941137 52.358405, 4.944682 52.358256, 4.952941 52.3579, 4.956498 52.357781, 4.956467 52.357453, 4.951422 52.35443, 4.950475 52.353832, 4.948803 52.352825, 4.947698 52.353299, 4.947581 52.353368, 4.947239 52.353512, 4.941895 52.355736, 4.939709 52.35665, 4.938581 52.357096, 4.937644 52.357487, 4.937147 52.357684))"
297,A05f,Planciusbuurt Noord,A05,A,24126.7,"POLYGON ((4.883039 52.385995, 4.883239 52.386236, 4.884003 52.387335, 4.884484 52.388372, 4.885751 52.38816, 4.8857 52.387994, 4.884338 52.385952, 4.884077 52.38566, 4.883039 52.385995))"
298,A05g,Planciusbuurt Zuid,A05,A,17358.9,"POLYGON ((4.881666 52.384172, 4.881831 52.384428, 4.882351 52.385178, 4.882592 52.385454, 4.883039 52.385995, 4.884077 52.38566, 4.883929 52.385499, 4.883517 52.384947, 4.883024 52.384421, 4.882826 52.384127, 4.882653 52.383924, 4.88261 52.383885, 4.882536 52.383916, 4.881666 52.384172))"
299,K90j,Zuiderhof,K90,K,207792.0,"POLYGON ((4.850779 52.338641, 4.853167 52.338827, 4.853259 52.338573, 4.853348 52.338578, 4.853305 52.338722, 4.854857 52.338781, 4.857095 52.338894, 4.8571 52.338821, 4.857581 52.338845, 4.857618 52.337856, 4.8576 52.336991, 4.857565 52.335377, 4.85742 52.334266, 4.857426 52.333601, 4.855032 52.333612, 4.854707 52.333614, 4.854646 52.333724, 4.854548 52.333813, 4.853934 52.334145, 4.854077 52.334336, 4.854079 52.334386, 4.854055 52.334426, 4.853983 52.334475, 4.853453 52.334701, 4.853274 52.334835, 4.853134 52.334981, 4.852961 52.335239, 4.852768 52.335436, 4.85244 52.335872, 4.852189 52.336155, 4.852003 52.336334, 4.851809 52.336497, 4.851476 52.336741, 4.851245 52.33689, 4.851171 52.336958, 4.851041 52.337131, 4.850779 52.338641))"
300,B10h,Westhaven Zuid,B10,B,469952.0,"POLYGON ((4.809661 52.394792, 4.82894 52.394882, 4.828983 52.394794, 4.829096 52.394738, 4.829096 52.393768, 4.835663 52.393776, 4.83563 52.393004, 4.83558 52.392743, 4.835581 52.392316, 4.835529 52.392183, 4.835449 52.392116, 4.834924 52.392031, 4.834303 52.391959, 4.833656 52.391916, 4.833014 52.391901, 4.818785 52.391887, 4.817472 52.391889, 4.81618 52.391904, 4.81565 52.39198, 4.81537 52.392036, 4.815136 52.392088, 4.814647 52.392216, 4.814353 52.392307, 4.81371 52.392532, 4.81305 52.392786, 4.812459 52.393036, 4.812103 52.393205, 4.81176 52.393381, 4.810839 52.393907, 4.810597 52.394062, 4.810031 52.39446, 4.809893 52.394569, 4.809661 52.394792))"
301,E36b,Bedrijventerrein Sloterdijk I,E36,E,681212.0,"POLYGON ((4.844318 52.395296, 4.844849 52.395382, 4.844935 52.395408, 4.845442 52.395447, 4.8455 52.395477, 4.84554 52.395481, 4.846004 52.3955, 4.846753 52.395514, 4.846754 52.395451, 4.847112 52.395452, 4.84711 52.395462, 4.849061 52.395479, 4.850514 52.395488, 4.850514 52.395476, 4.850832 52.395478, 4.850829 52.39549, 4.85497 52.395516, 4.854967 52.395501, 4.855621 52.395505, 4.855627 52.395392, 4.856905 52.395394, 4.856904 52.394821, 4.856946 52.393813, 4.857241 52.393818, 4.857313 52.392378, 4.857712 52.391923, 4.858134 52.3914, 4.858212 52.391328, 4.85834 52.391253, 4.858483 52.391201, 4.858656 52.391171, 4.858803 52.391174, 4.859046 52.390525, 4.859084 52.390383, 4.859171 52.388925, 4.853664 52.388885, 4.850897 52.388873, 4.850895 52.38891, 4.849924 52.38891, 4.849923 52.388871, 4.84745 52.388892, 4.84745 52.38892, 4.847237 52.388915, 4.847239 52.388873, 4.845858 52.388913, 4.844687 52.388912, 4.844662 52.388912, 4.844664 52.388891, 4.844371 52.388891, 4.844117 52.393696, 4.844127 52.394128, 4.844174 52.394599, 4.844233 52.394937, 4.844318 52.395296))"
302,E37f,Gibraltarbuurt,E37,E,199994.0,"POLYGON ((4.847509 52.385157, 4.852973 52.385248, 4.855107 52.3853, 4.855247 52.385295, 4.855658 52.385297, 4.856674 52.385316, 4.856727 52.384057, 4.856923 52.384061, 4.856944 52.38347, 4.857018 52.383355, 4.857054 52.382527, 4.85552 52.382501, 4.855539 52.381522, 4.855524 52.381421, 4.855481 52.381321, 4.855422 52.381237, 4.855329 52.381158, 4.854604 52.380707, 4.85436 52.380827, 4.851833 52.38229, 4.851286 52.382578, 4.850832 52.382785, 4.847667 52.384155, 4.847567 52.384234, 4.847525 52.384295, 4.847504 52.38436, 4.847482 52.384805, 4.847509 52.385157))"
303,E37g,Landlust Noord,E37,E,98072.0,"POLYGON ((4.854604 52.380707, 4.855329 52.381158, 4.855422 52.381237, 4.855481 52.381321, 4.855524 52.381421, 4.855539 52.381522, 4.85552 52.382501, 4.857054 52.382527, 4.857231 52.382495, 4.857399 52.382449, 4.857524 52.382401, 4.857641 52.382345, 4.861507 52.380112, 4.861199 52.379929, 4.861082 52.379879, 4.860955 52.379842, 4.85771 52.379392, 4.856774 52.379075, 4.856626 52.379241, 4.856354 52.379513, 4.856157 52.379689, 4.855838 52.379942, 4.855323 52.380291, 4.854792 52.380605, 4.854604 52.380707))"
304,A06k,Anjeliersbuurt Noord,A06,A,98810.5,"POLYGON ((4.879183 52.377698, 4.880366 52.379573, 4.888069 52.38072, 4.888436 52.380514, 4.888166 52.380209, 4.887129 52.379088, 4.879358 52.377662, 4.879183 52.377698))"
305,A06l,Anjeliersbuurt Zuid,A06,A,119598.0,"POLYGON ((4.877604 52.375198, 4.879183 52.377698, 4.879358 52.377662, 4.887129 52.379088, 4.886206 52.378081, 4.884779 52.376522, 4.884471 52.376597, 4.884271 52.376591, 4.877796 52.375191, 4.877604 52.375198))"
306,A03g,Leidsegracht Zuid,A03,A,68633.9,"POLYGON ((4.88806 52.368491, 4.88854 52.368122, 4.88964 52.367277, 4.889417 52.367129, 4.888933 52.366967, 4.888627 52.366865, 4.888399 52.366815, 4.888269 52.366772, 4.887919 52.366651, 4.884468 52.365018, 4.884364 52.365101, 4.883505 52.365679, 4.882882 52.366067, 4.882798 52.366169, 4.88462 52.366806, 4.885165 52.367004, 4.885875 52.367238, 4.886666 52.367539, 4.886703 52.368032, 4.887719 52.368385, 4.88806 52.368491))"
307,A03f,Reguliersbuurt,A03,A,45461.8,"POLYGON ((4.888933 52.366967, 4.889417 52.367129, 4.88964 52.367277, 4.8901 52.367133, 4.89116 52.366963, 4.891744 52.366908, 4.89275 52.366893, 4.893152 52.3669, 4.89329 52.366936, 4.893357 52.366963, 4.893806 52.367258, 4.89388 52.367282, 4.894148 52.367281, 4.894322 52.36728, 4.89483 52.3673, 4.895107 52.367331, 4.895269 52.36736, 4.895763 52.367004, 4.895893 52.366295, 4.895765 52.366035, 4.895787 52.365719, 4.893155 52.366082, 4.892649 52.366146, 4.891642 52.366299, 4.891435 52.36631, 4.890209 52.366475, 4.888933 52.366967))"
308,E38c,Erasmusparkbuurt West,E38,E,336250.0,"POLYGON ((4.846083 52.377943, 4.851623 52.37906, 4.85195 52.379133, 4.852127 52.379188, 4.852295 52.379251, 4.852529 52.379366, 4.853617 52.380066, 4.854094 52.379785, 4.854546 52.379875, 4.854891 52.379653, 4.855087 52.379513, 4.85533 52.379318, 4.855554 52.379115, 4.855759 52.378904, 4.855891 52.378805, 4.856046 52.378664, 4.856145 52.378552, 4.856256 52.378397, 4.856321 52.378276, 4.856371 52.378153, 4.856803 52.376842, 4.854668 52.376592, 4.855311 52.374518, 4.855509 52.374538, 4.855569 52.37435, 4.855075 52.374283, 4.854811 52.374222, 4.854656 52.374167, 4.853148 52.373548, 4.852926 52.373483, 4.852417 52.373394, 4.851123 52.373165, 4.849994 52.372936, 4.848344 52.375665, 4.847418 52.375464, 4.846083 52.377943))"
309,E38d,Robert Scottbuurt Oost,E38,E,68863.1,"POLYGON ((4.847418 52.375464, 4.848344 52.375665, 4.849994 52.372936, 4.849314 52.372807, 4.84888 52.372735, 4.847125 52.372434, 4.846784 52.372404, 4.846665 52.37267, 4.846354 52.37323, 4.846095 52.374014, 4.84605 52.374073, 4.845981 52.374122, 4.845892 52.374158, 4.845792 52.374177, 4.845558 52.375191, 4.846091 52.375235, 4.846492 52.375287, 4.846872 52.375351, 4.847418 52.375464))"
310,A08d,Plantage,A08,A,377673.0,"POLYGON ((4.906115 52.366757, 4.906371 52.366881, 4.906546 52.366977, 4.907104 52.367335, 4.909685 52.369061, 4.910037 52.369308, 4.910685 52.369692, 4.921243 52.366094, 4.921623 52.365568, 4.921268 52.365269, 4.920552 52.364813, 4.920365 52.364693, 4.919635 52.364356, 4.918457 52.363876, 4.916779 52.363416, 4.916611 52.363371, 4.916385 52.363343, 4.916154 52.363348, 4.915976 52.363376, 4.915891 52.363396, 4.915144 52.363654, 4.915111 52.3637, 4.914386 52.363938, 4.913342 52.36428, 4.91126 52.364995, 4.910551 52.365248, 4.908877 52.365808, 4.908245 52.36569, 4.908097 52.365981, 4.907922 52.366111, 4.907752 52.36621, 4.907578 52.36629, 4.90736 52.366368, 4.906322 52.366611, 4.906115 52.366757))"
311,A08e,Alexanderplein e.o.,A08,A,48606.0,"POLYGON ((4.916779 52.363416, 4.918457 52.363876, 4.919635 52.364356, 4.920365 52.364693, 4.920552 52.364813, 4.922313 52.363752, 4.922194 52.363672, 4.922072 52.363611, 4.921944 52.363562, 4.921762 52.363513, 4.921539 52.363478, 4.921072 52.363421, 4.920385 52.363364, 4.920223 52.363332, 4.920067 52.363288, 4.919879 52.363215, 4.919727 52.363134, 4.919386 52.362856, 4.919033 52.362549, 4.918855 52.362439, 4.918688 52.362357, 4.918405 52.362253, 4.918099 52.362178, 4.917766 52.362133, 4.91749 52.362123, 4.916779 52.363416))"
312,A09i,Kadijken,A09,A,218265.0,"POLYGON ((4.910685 52.369692, 4.911127 52.36996, 4.913413 52.37146, 4.914453 52.370899, 4.914849 52.370696, 4.915135 52.370575, 4.917016 52.36991, 4.919538 52.368965, 4.920199 52.368743, 4.922299 52.368044, 4.923761 52.367548, 4.92404 52.367479, 4.924302 52.367435, 4.924495 52.367413, 4.9253 52.367211, 4.925129 52.367045, 4.925044 52.366986, 4.923974 52.366501, 4.922041 52.365314, 4.921623 52.365568, 4.921243 52.366094, 4.910685 52.369692))"
313,K47j,Duivelseiland,K47,K,61557.0,"POLYGON ((4.88676 52.354614, 4.886778 52.354404, 4.886785 52.353931, 4.886772 52.353372, 4.886678 52.353235, 4.886599 52.353094, 4.886515 52.352872, 4.886498 52.35274, 4.886486 52.352229, 4.88596 52.352248, 4.884598 52.352341, 4.884332 52.352365, 4.884059 52.352403, 4.883753 52.35246, 4.883362 52.352561, 4.88246 52.352882, 4.882336 52.352936, 4.882263 52.352979, 4.882146 52.353079, 4.88172 52.353683, 4.88282 52.353887, 4.884277 52.354181, 4.88438 52.354247, 4.886282 52.354586, 4.886525 52.35461, 4.88676 52.354614))"
314,F11j,Bretten West,F11,F,1494780.0,"POLYGON ((4.758306 52.387943, 4.76609 52.387949, 4.766494 52.388367, 4.768925 52.38837, 4.769551 52.389149, 4.79451 52.389144, 4.80174 52.389143, 4.801944 52.384526, 4.794225 52.384439, 4.787352 52.38437, 4.75896 52.384112, 4.758951 52.384415, 4.758523 52.38718, 4.758351 52.3877, 4.758306 52.387943))"
315,F88j,Dorp Sloten,F88,F,612168.0,"POLYGON ((4.791108 52.341495, 4.795493 52.346127, 4.795577 52.346245, 4.796156 52.347064, 4.796715 52.347625, 4.797165 52.347966, 4.797446 52.348156, 4.797752 52.348344, 4.800091 52.346911, 4.800193 52.346865, 4.800305 52.346828, 4.800481 52.346793, 4.800578 52.346784, 4.800835 52.346805, 4.800471 52.346002, 4.8003 52.345715, 4.799938 52.344948, 4.799312 52.343568, 4.801652 52.343127, 4.80137 52.341957, 4.801275 52.34154, 4.801252 52.341325, 4.801192 52.341327, 4.801164 52.341308, 4.801122 52.341128, 4.80111 52.340923, 4.801177 52.340876, 4.801197 52.340723, 4.801144 52.340289, 4.801038 52.340172, 4.801021 52.340126, 4.801056 52.339851, 4.801013 52.339542, 4.800817 52.338478, 4.800626 52.33735, 4.800655 52.337286, 4.800762 52.337187, 4.800878 52.337107, 4.801512 52.336709, 4.801565 52.336639, 4.801577 52.336579, 4.801569 52.336535, 4.801539 52.336482, 4.801488 52.336435, 4.799018 52.334935, 4.798803 52.334795, 4.798223 52.335037, 4.797772 52.335277, 4.797332 52.335591, 4.796091 52.336793, 4.791788 52.341023, 4.791444 52.341291, 4.791108 52.341495))"
316,F89a,Louis Crispijnbuurt,F89,F,373519.0,"POLYGON ((4.818583 52.357519, 4.818578 52.357708, 4.825812 52.357791, 4.825818 52.357597, 4.827256 52.357612, 4.827421 52.351807, 4.821179 52.351731, 4.820437 52.351738, 4.818066 52.356167, 4.818622 52.356295, 4.818583 52.357519))"
317,F89b,Jacques Veldmanbuurt,F89,F,308571.0,"POLYGON ((4.827256 52.357612, 4.828263 52.357623, 4.828257 52.357818, 4.834197 52.357885, 4.834201 52.35732, 4.834177 52.356308, 4.834157 52.35604, 4.834118 52.355534, 4.834088 52.354504, 4.834175 52.352854, 4.834204 52.351889, 4.827421 52.351807, 4.827256 52.357612))"
318,F89d,Medisch Centrum Slotervaart,F89,F,302064.0,"POLYGON ((4.821179 52.351731, 4.827421 52.351807, 4.827575 52.345586, 4.827595 52.345149, 4.826772 52.345134, 4.82639 52.345117, 4.825929 52.345076, 4.825688 52.345046, 4.825425 52.345002, 4.825135 52.344944, 4.824436 52.344771, 4.824319 52.344716, 4.824227 52.344658, 4.823937 52.344634, 4.823796 52.344629, 4.823667 52.344633, 4.823441 52.344667, 4.823315 52.3447, 4.822944 52.344832, 4.822956 52.344898, 4.822946 52.345102, 4.822934 52.345142, 4.822814 52.345317, 4.822703 52.345439, 4.822203 52.345839, 4.822124 52.345936, 4.822106 52.346012, 4.822127 52.346177, 4.822102 52.346521, 4.82208 52.346647, 4.822097 52.346693, 4.822227 52.346771, 4.82136 52.348432, 4.821296 52.348636, 4.821265 52.348964, 4.821179 52.351731))"
319,F89c,Staalmanbuurt,F89,F,321147.0,"POLYGON ((4.827421 52.351807, 4.834204 52.351889, 4.834209 52.351026, 4.834193 52.350473, 4.834261 52.348427, 4.83441 52.345771, 4.834414 52.345628, 4.830435 52.345583, 4.827575 52.345586, 4.827421 52.351807))"
320,F11h,Bretten Oost,F11,F,842575.0,"POLYGON ((4.80174 52.389143, 4.812878 52.389153, 4.813228 52.389032, 4.818725 52.389031, 4.819256 52.38903, 4.819267 52.387476, 4.82891 52.387546, 4.831594 52.387404, 4.83153 52.384871, 4.818736 52.384723, 4.812009 52.384648, 4.807091 52.384593, 4.801944 52.384526, 4.80174 52.389143))"
321,N66g,Circus/Kermisbuurt,N66,N,159021.0,"POLYGON ((4.884357 52.421106, 4.885045 52.419568, 4.8855 52.418826, 4.887423 52.415863, 4.887944 52.415742, 4.88822 52.415708, 4.888503 52.415704, 4.888844 52.415716, 4.889412 52.4158, 4.889534 52.415424, 4.889296 52.415407, 4.889004 52.415373, 4.886637 52.415014, 4.886437 52.414998, 4.886277 52.415, 4.886127 52.415024, 4.88599 52.415068, 4.885876 52.415127, 4.88578 52.415196, 4.885532 52.415383, 4.884841 52.415933, 4.882867 52.417366, 4.882604 52.41758, 4.882264 52.417878, 4.881708 52.418385, 4.881626 52.418436, 4.879977 52.419949, 4.881556 52.420392, 4.883463 52.42094, 4.884357 52.421106))"
322,N66f,Molenwijk,N66,N,303281.0,"POLYGON ((4.884357 52.421106, 4.885063 52.421216, 4.887899 52.421597, 4.888188 52.421619, 4.888773 52.421634, 4.890139 52.42161, 4.890341 52.421585, 4.890428 52.421562, 4.890513 52.421528, 4.890598 52.42148, 4.890674 52.421413, 4.891446 52.420471, 4.8915 52.420326, 4.891618 52.420203, 4.891946 52.420274, 4.89203 52.420164, 4.891942 52.420139, 4.891929 52.420098, 4.891937 52.420057, 4.892078 52.420072, 4.892443 52.41972, 4.892718 52.419482, 4.892644 52.419423, 4.892587 52.419356, 4.89255 52.419285, 4.892533 52.41921, 4.892538 52.419135, 4.892564 52.419061, 4.892641 52.418961, 4.892909 52.418709, 4.893231 52.418429, 4.894217 52.417795, 4.894338 52.4177, 4.894434 52.417594, 4.894501 52.417481, 4.894544 52.417333, 4.894544 52.416518, 4.893598 52.416382, 4.892753 52.416237, 4.889412 52.4158, 4.888844 52.415716, 4.888503 52.415704, 4.88822 52.415708, 4.887944 52.415742, 4.887423 52.415863, 4.8855 52.418826, 4.885045 52.419568, 4.884357 52.421106))"
323,N73i,Noorderstrook West,N73,N,1017590.0,"POLYGON ((4.929657 52.411005, 4.929799 52.411125, 4.929956 52.411239, 4.930127 52.411344, 4.930313 52.411439, 4.930512 52.411525, 4.930721 52.411601, 4.930802 52.411625, 4.931126 52.411686, 4.931608 52.411729, 4.932923 52.41182, 4.934274 52.411934, 4.934521 52.411955, 4.935148 52.412033, 4.935797 52.412179, 4.936457 52.412349, 4.939494 52.413177, 4.941725 52.413648, 4.942652 52.413853, 4.944162 52.411688, 4.944203 52.411602, 4.944293 52.411269, 4.944362 52.411153, 4.944467 52.411057, 4.946007 52.41017, 4.946517 52.409855, 4.948665 52.408571, 4.949458 52.408076, 4.949653 52.407963, 4.949905 52.407856, 4.950073 52.407815, 4.950381 52.407781, 4.951041 52.407731, 4.951402 52.407686, 4.951614 52.407648, 4.953906 52.4071, 4.956801 52.406425, 4.95717 52.406322, 4.957457 52.406221, 4.957975 52.405985, 4.95835 52.405851, 4.95845 52.4058, 4.958529 52.405747, 4.958618 52.405657, 4.958701 52.405539, 4.959015 52.404789, 4.959207 52.404257, 4.959325 52.403894, 4.959439 52.403514, 4.959481 52.403313, 4.959471 52.403237, 4.95943 52.40314, 4.959229 52.402889, 4.958851 52.402468, 4.957943 52.401466, 4.957859 52.401403, 4.957732 52.401343, 4.957612 52.401311, 4.957514 52.401302, 4.957425 52.401306, 4.957265 52.40133, 4.956756 52.401438, 4.95658 52.401465, 4.955888 52.401552, 4.955741 52.401562, 4.955607 52.40156, 4.955463 52.401537, 4.95535 52.401479, 4.954919 52.401086, 4.953965 52.401641, 4.953185 52.402071, 4.952566 52.402402, 4.951802 52.402792, 4.950943 52.403214, 4.950361 52.403488, 4.949772 52.403757, 4.948875 52.40415, 4.948192 52.404436, 4.947153 52.404853, 4.94574 52.405383, 4.945099 52.40561, 4.944242 52.405902, 4.943375 52.406183, 4.942501 52.406453, 4.941617 52.406712, 4.940724 52.40696, 4.939823 52.407198, 4.939213 52.407348, 4.938483 52.407529, 4.937758 52.407721, 4.937218 52.40787, 4.936369 52.408118, 4.935383 52.408429, 4.934858 52.408612, 4.934114 52.40889, 4.93361 52.409092, 4.933112 52.409302, 4.931489 52.41006, 4.929657 52.411005))"
324,N73j,Noorderstrook Oost,N73,N,479312.0,"POLYGON ((4.954919 52.401086, 4.95535 52.401479, 4.955463 52.401537, 4.955607 52.40156, 4.955741 52.401562, 4.955888 52.401552, 4.95658 52.401465, 4.956756 52.401438, 4.957265 52.40133, 4.957425 52.401306, 4.957514 52.401302, 4.957612 52.401311, 4.957732 52.401343, 4.957859 52.401403, 4.957943 52.401466, 4.958851 52.402468, 4.95939 52.402209, 4.959758 52.401992, 4.960027 52.401805, 4.961268 52.401131, 4.961884 52.400774, 4.962366 52.400475, 4.962779 52.400205, 4.963496 52.3997, 4.964016 52.399302, 4.964483 52.398917, 4.965064 52.398419, 4.965565 52.397966, 4.965973 52.397579, 4.966357 52.397195, 4.966759 52.396776, 4.967196 52.396286, 4.96754 52.395869, 4.967834 52.395486, 4.968195 52.39497, 4.968504 52.394483, 4.969806 52.392758, 4.970174 52.392372, 4.970845 52.391501, 4.970107 52.391325, 4.970056 52.391319, 4.96999 52.39132, 4.969924 52.39133, 4.969733 52.391409, 4.969697 52.391415, 4.969653 52.391411, 4.968713 52.391186, 4.968655 52.391157, 4.968574 52.391096, 4.968455 52.390978, 4.968667 52.390873, 4.968845 52.390765, 4.968983 52.390638, 4.96907 52.390525, 4.966862 52.389994, 4.963547 52.393883, 4.962813 52.394736, 4.961982 52.395643, 4.961667 52.395965, 4.961231 52.396393, 4.960517 52.397056, 4.959711 52.397749, 4.95896 52.398354, 4.958319 52.398838, 4.957664 52.399312, 4.956568 52.400056, 4.955712 52.400606, 4.954919 52.401086))"
325,N69m,Buikslotermeer Noord,N69,N,471173.0,"POLYGON ((4.939213 52.407348, 4.939823 52.407198, 4.940724 52.40696, 4.941617 52.406712, 4.942501 52.406453, 4.943375 52.406183, 4.944242 52.405902, 4.945099 52.40561, 4.94574 52.405383, 4.947153 52.404853, 4.948192 52.404436, 4.948875 52.40415, 4.949772 52.403757, 4.950361 52.403488, 4.950943 52.403214, 4.951802 52.402792, 4.947338 52.398624, 4.94546 52.399181, 4.947358 52.400988, 4.947367 52.40105, 4.939952 52.404021, 4.939902 52.404035, 4.939829 52.404044, 4.939754 52.40404, 4.939683 52.404024, 4.939612 52.403987, 4.935852 52.401066, 4.934957 52.401457, 4.934346 52.401705, 4.933727 52.401945, 4.932779 52.402285, 4.938317 52.406613, 4.939213 52.407348))"
326,N69l,De Kleine Wereld,N69,N,237812.0,"POLYGON ((4.94546 52.399181, 4.943738 52.399694, 4.943592 52.39973, 4.943442 52.399756, 4.943288 52.399774, 4.943132 52.399783, 4.942975 52.399782, 4.942743 52.399763, 4.94259 52.399739, 4.942444 52.399706, 4.941095 52.399274, 4.940958 52.399242, 4.940815 52.399222, 4.940669 52.399216, 4.940522 52.399225, 4.940381 52.399246, 4.940245 52.399279, 4.94016 52.399309, 4.936326 52.400859, 4.935852 52.401066, 4.939612 52.403987, 4.939683 52.404024, 4.939754 52.40404, 4.939829 52.404044, 4.939902 52.404035, 4.939952 52.404021, 4.947367 52.40105, 4.947358 52.400988, 4.94546 52.399181))"
327,N69j,Buikslotermeerplein,N69,N,234399.0,"POLYGON ((4.933537 52.399257, 4.933983 52.39962, 4.935852 52.401066, 4.936326 52.400859, 4.94016 52.399309, 4.940245 52.399279, 4.940381 52.399246, 4.940522 52.399225, 4.940669 52.399216, 4.940815 52.399222, 4.940958 52.399242, 4.941095 52.399274, 4.942444 52.399706, 4.94259 52.399739, 4.942743 52.399763, 4.942975 52.399782, 4.943132 52.399783, 4.943288 52.399774, 4.943442 52.399756, 4.943592 52.39973, 4.943738 52.399694, 4.94546 52.399181, 4.947338 52.398624, 4.946564 52.397901, 4.945763 52.397743, 4.944786 52.398059, 4.942371 52.3958, 4.939367 52.396945, 4.933537 52.399257))"
