,neighbourhood_code,neigbourhood,neighbourhood_combination_code,district_code,surface_m2,geometry 
144,F81b,Meer en Oever,F81,F,233504.0,"POLYGON ((4.802013 52.365799, 4.807539 52.36691, 4.807617 52.366778, 4.807973 52.366326, 4.808671 52.36583, 4.808727 52.36577, 4.808812 52.36565, 4.808881 52.365491, 4.808903 52.365309, 4.808887 52.365195, 4.808829 52.365038, 4.808803 52.364895, 4.808799 52.364796, 4.808814 52.364626, 4.808853 52.36448, 4.808904 52.364351, 4.809241 52.363746, 4.809301 52.363671, 4.809359 52.363619, 4.809461 52.363548, 4.80953 52.363512, 4.809611 52.363478, 4.809741 52.363439, 4.809847 52.363417, 4.809993 52.363399, 4.810093 52.363372, 4.810186 52.363335, 4.810269 52.363289, 4.810386 52.36319, 4.810438 52.363113, 4.811291 52.361457, 4.80916 52.361025, 4.808893 52.361117, 4.808745 52.36115, 4.808565 52.361177, 4.808402 52.361188, 4.808188 52.361185, 4.808024 52.361169, 4.806728 52.360908, 4.805727 52.362786, 4.805639 52.362888, 4.80558 52.362936, 4.805487 52.36298, 4.8054 52.363005, 4.805278 52.36302, 4.80516 52.363015, 4.80364 52.362705, 4.802013 52.365799))"
145,F81c,Osdorpplein e.o.,F81,F,412383.0,"POLYGON ((4.79816 52.359175, 4.806728 52.360908, 4.808024 52.361169, 4.808188 52.361185, 4.808402 52.361188, 4.808565 52.361177, 4.808745 52.36115, 4.808893 52.361117, 4.80916 52.361025, 4.811291 52.361457, 4.812184 52.359718, 4.813056 52.358022, 4.808871 52.357183, 4.809055 52.356842, 4.800801 52.355175, 4.799258 52.358027, 4.79816 52.359175))"
146,M57b,Nieuwe Oosterbegraafplaats,M57,M,394066.0,"POLYGON ((4.932628 52.343083, 4.932976 52.343275, 4.933317 52.34334, 4.933309 52.343418, 4.93334 52.343533, 4.933402 52.343623, 4.933495 52.343703, 4.940185 52.347777, 4.941522 52.346919, 4.942966 52.346012, 4.944483 52.345079, 4.945309 52.344544, 4.943893 52.343702, 4.94364 52.342777, 4.94294 52.342635, 4.940577 52.341214, 4.940435 52.341022, 4.939832 52.340735, 4.937805 52.33954, 4.932628 52.343083))"
147,N60a,Van der Pekbuurt,N60,N,579370.0,"POLYGON ((4.90006 52.382147, 4.906006 52.384833, 4.906174 52.38492, 4.906375 52.385052, 4.906508 52.38516, 4.906621 52.385276, 4.906715 52.385397, 4.907141 52.386062, 4.907191 52.386182, 4.907219 52.386305, 4.907224 52.386429, 4.907213 52.386512, 4.907161 52.386675, 4.906059 52.388896, 4.905958 52.389227, 4.905901 52.38952, 4.905886 52.389815, 4.905913 52.39011, 4.905984 52.390401, 4.906097 52.390689, 4.906251 52.390968, 4.906445 52.391238, 4.906677 52.391497, 4.907432 52.392183, 4.908563 52.39332, 4.909563 52.392942, 4.910886 52.39285, 4.912737 52.392138, 4.912526 52.391942, 4.915662 52.390738, 4.918233 52.389737, 4.917983 52.389509, 4.917459 52.389062, 4.916908 52.388627, 4.916333 52.388205, 4.915732 52.387796, 4.915421 52.387597, 4.914783 52.387209, 4.914456 52.387021, 4.913784 52.386656, 4.912737 52.386137, 4.912012 52.385811, 4.907474 52.383696, 4.902096 52.381189, 4.901184 52.381555, 4.900368 52.381972, 4.90006 52.382147))"
148,N60b,Bloemenbuurt Zuid,N60,N,370999.0,"POLYGON ((4.909139 52.399797, 4.910842 52.399985, 4.911013 52.399593, 4.911106 52.399457, 4.911235 52.399312, 4.911396 52.399173, 4.91217 52.398641, 4.912547 52.398346, 4.912715 52.398203, 4.912924 52.398005, 4.913284 52.397614, 4.913594 52.397207, 4.913878 52.396749, 4.913983 52.396539, 4.91414 52.396053, 4.921318 52.394567, 4.919882 52.391789, 4.919241 52.390754, 4.918805 52.39029, 4.918233 52.389737, 4.915662 52.390738, 4.912526 52.391942, 4.912737 52.392138, 4.912804 52.392211, 4.912872 52.392314, 4.912916 52.392422, 4.912934 52.392532, 4.912851 52.393203, 4.91282 52.393335, 4.91274 52.39356, 4.912609 52.393806, 4.911997 52.394701, 4.910674 52.396975, 4.910603 52.39707, 4.910508 52.397159, 4.910388 52.397242, 4.910295 52.397292, 4.909178 52.397735, 4.909864 52.398397, 4.909884 52.39843, 4.90989 52.398477, 4.909139 52.399797))"
149,N60c,Bloemenbuurt Noord,N60,N,362666.0,"POLYGON ((4.908921 52.40094, 4.909274 52.400926, 4.909803 52.400886, 4.910152 52.40085, 4.910672 52.400777, 4.913264 52.400827, 4.913323 52.40082, 4.913463 52.400784, 4.913578 52.400769, 4.91375 52.40078, 4.913998 52.400762, 4.914836 52.400893, 4.915153 52.400935, 4.915289 52.400942, 4.915439 52.400939, 4.915657 52.400919, 4.916099 52.40085, 4.916498 52.400766, 4.919618 52.400003, 4.919768 52.399953, 4.919914 52.399887, 4.920806 52.399388, 4.920907 52.399369, 4.921129 52.399369, 4.921185 52.399359, 4.921266 52.39933, 4.921328 52.399288, 4.921423 52.399203, 4.921544 52.399067, 4.921137 52.398932, 4.921047 52.398887, 4.92097 52.398835, 4.920906 52.398776, 4.920841 52.398678, 4.920816 52.398574, 4.920828 52.398469, 4.92086 52.3984, 4.921202 52.397995, 4.922028 52.39712, 4.922113 52.397019, 4.922183 52.39691, 4.922236 52.396792, 4.922271 52.396644, 4.922276 52.396521, 4.922259 52.396404, 4.922214 52.396268, 4.921747 52.395398, 4.921318 52.394567, 4.91414 52.396053, 4.913983 52.396539, 4.913878 52.396749, 4.913594 52.397207, 4.913284 52.397614, 4.912924 52.398005, 4.912715 52.398203, 4.912547 52.398346, 4.91217 52.398641, 4.911396 52.399173, 4.911235 52.399312, 4.911106 52.399457, 4.911013 52.399593, 4.910842 52.399985, 4.909139 52.399797, 4.908921 52.40094))"
150,N61a,IJplein e.o.,N61,N,397505.0,"POLYGON ((4.902096 52.381189, 4.907474 52.383696, 4.908132 52.383167, 4.908195 52.383135, 4.908269 52.38312, 4.908327 52.38312, 4.908401 52.383135, 4.908529 52.383184, 4.908664 52.383249, 4.908782 52.383323, 4.909154 52.383608, 4.909199 52.383634, 4.909306 52.383672, 4.909458 52.383687, 4.909579 52.383672, 4.909685 52.383633, 4.910531 52.383188, 4.910817 52.383222, 4.910995 52.38323, 4.911173 52.383229, 4.911349 52.383219, 4.91153 52.383199, 4.912047 52.383109, 4.912407 52.383067, 4.912771 52.383045, 4.913137 52.383042, 4.913503 52.383058, 4.913865 52.383095, 4.91422 52.383151, 4.914566 52.383225, 4.9149 52.383317, 4.91541 52.383499, 4.915839 52.383686, 4.916125 52.383834, 4.916392 52.383996, 4.917568 52.384846, 4.917886 52.385053, 4.918164 52.385202, 4.918386 52.385305, 4.918699 52.385427, 4.918945 52.385508, 4.919256 52.384533, 4.918819 52.384485, 4.91912 52.383559, 4.919044 52.383392, 4.919858 52.380804, 4.917502 52.38054, 4.911004 52.379919, 4.910593 52.379906, 4.908684 52.379849, 4.907622 52.379877, 4.906531 52.380012, 4.906409 52.380033, 4.906006 52.380099, 4.905475 52.380197, 4.904313 52.380456, 4.903264 52.380767, 4.902263 52.381121, 4.902096 52.381189))"
151,N61b,Vogelbuurt Zuid,N61,N,341953.0,"POLYGON ((4.907474 52.383696, 4.912012 52.385811, 4.912737 52.386137, 4.913784 52.386656, 4.914456 52.387021, 4.914783 52.387209, 4.915421 52.387597, 4.915732 52.387796, 4.916333 52.388205, 4.916908 52.388627, 4.917459 52.389062, 4.917983 52.389509, 4.918233 52.389737, 4.923919 52.387557, 4.922645 52.38633, 4.922502 52.386223, 4.922331 52.386133, 4.922137 52.386063, 4.921926 52.386014, 4.919651 52.385677, 4.919292 52.385602, 4.918945 52.385508, 4.918699 52.385427, 4.918386 52.385305, 4.918164 52.385202, 4.917886 52.385053, 4.917568 52.384846, 4.916392 52.383996, 4.916125 52.383834, 4.915839 52.383686, 4.91541 52.383499, 4.9149 52.383317, 4.914566 52.383225, 4.91422 52.383151, 4.913865 52.383095, 4.913503 52.383058, 4.913137 52.383042, 4.912771 52.383045, 4.912407 52.383067, 4.912047 52.383109, 4.91153 52.383199, 4.911349 52.383219, 4.911173 52.383229, 4.910995 52.38323, 4.910817 52.383222, 4.910531 52.383188, 4.909685 52.383633, 4.909579 52.383672, 4.909458 52.383687, 4.909306 52.383672, 4.909199 52.383634, 4.909154 52.383608, 4.908782 52.383323, 4.908664 52.383249, 4.908529 52.383184, 4.908401 52.383135, 4.908327 52.38312, 4.908269 52.38312, 4.908195 52.383135, 4.908132 52.383167, 4.907474 52.383696))"
152,N61d,Vliegenbos,N61,N,395004.0,"POLYGON ((4.924758 52.39066, 4.92506 52.390691, 4.925181 52.390689, 4.926443 52.390889, 4.926443 52.390883, 4.927362 52.391013, 4.927753 52.391059, 4.927752 52.391064, 4.928597 52.391143, 4.929559 52.391221, 4.930344 52.391274, 4.931545 52.39134, 4.931545 52.391345, 4.931607 52.391349, 4.932718 52.391381, 4.932931 52.391379, 4.932933 52.391369, 4.933059 52.391377, 4.933056 52.391402, 4.93322 52.39142, 4.933407 52.391404, 4.933416 52.391442, 4.933552 52.39143, 4.933542 52.391393, 4.933723 52.391372, 4.933765 52.391361, 4.934085 52.391338, 4.934092 52.391374, 4.934208 52.391371, 4.934807 52.391273, 4.938404 52.390766, 4.939629 52.389937, 4.938963 52.388236, 4.938371 52.386727, 4.937583 52.386867, 4.933155 52.387579, 4.93303 52.387598, 4.932967 52.387599, 4.9325 52.386491, 4.932468 52.386456, 4.932418 52.38643, 4.932373 52.386418, 4.932307 52.386415, 4.932229 52.386431, 4.929671 52.387413, 4.927698 52.388172, 4.927184 52.388339, 4.926985 52.38839, 4.926755 52.388421, 4.926485 52.388426, 4.925533 52.388322, 4.925188 52.388307, 4.925158 52.388308, 4.924712 52.388411, 4.924841 52.388617, 4.924954 52.388876, 4.925023 52.389152, 4.925045 52.38942, 4.925022 52.389705, 4.924758 52.39066))"
153,N62a,Tuindorp Nieuwendam West,N62,N,119768.0,"POLYGON ((4.935021 52.393074, 4.93543 52.393151, 4.935827 52.393247, 4.936211 52.393363, 4.936777 52.393561, 4.939964 52.394684, 4.940098 52.394694, 4.940198 52.39468, 4.940938 52.39446, 4.943376 52.393734, 4.942622 52.392757, 4.9416 52.391728, 4.94103 52.391241, 4.940752 52.391299, 4.940322 52.391374, 4.940222 52.391402, 4.939597 52.391505, 4.939486 52.391521, 4.939435 52.391482, 4.938618 52.391637, 4.938342 52.391786, 4.937986 52.391953, 4.936883 52.392405, 4.936672 52.392466, 4.935919 52.392596, 4.935749 52.392645, 4.935664 52.392686, 4.935021 52.393074))"
154,N62b,Tuindorp Nieuwendam Oost,N62,N,350827.0,"POLYGON ((4.94103 52.391241, 4.9416 52.391728, 4.942622 52.392757, 4.943376 52.393734, 4.944212 52.393486, 4.951605 52.391285, 4.951936 52.390702, 4.952429 52.389823, 4.952429 52.386713, 4.952076 52.386684, 4.949809 52.386615, 4.949244 52.386721, 4.948433 52.386759, 4.9483 52.386771, 4.948087 52.386818, 4.948097 52.386827, 4.947943 52.38687, 4.947817 52.386962, 4.947923 52.38703, 4.947727 52.387095, 4.947599 52.3871, 4.947549 52.387112, 4.946477 52.387868, 4.946295 52.388008, 4.945904 52.388346, 4.945036 52.389028, 4.944969 52.389178, 4.944747 52.389295, 4.944482 52.389554, 4.944371 52.389639, 4.94411 52.389786, 4.943716 52.389992, 4.943492 52.390103, 4.942829 52.390399, 4.942162 52.390889, 4.941921 52.391028, 4.941787 52.391082, 4.941663 52.391118, 4.941188 52.391204, 4.94103 52.391241))"
155,N64a,Buiksloterdijk West,N64,N,26435.8,"POLYGON ((4.922107 52.39925, 4.921544 52.399067, 4.921423 52.399203, 4.921328 52.399288, 4.921266 52.39933, 4.921185 52.399359, 4.921129 52.399369, 4.920907 52.399369, 4.920806 52.399388, 4.919914 52.399887, 4.919768 52.399953, 4.919618 52.400003, 4.916498 52.400766, 4.916099 52.40085, 4.915657 52.400919, 4.915439 52.400939, 4.915289 52.400942, 4.915153 52.400935, 4.914836 52.400893, 4.914812 52.40106, 4.914795 52.401105, 4.914804 52.401106, 4.914751 52.401273, 4.914728 52.401489, 4.917594 52.400988, 4.918919 52.400638, 4.919219 52.400574, 4.919869 52.400396, 4.919968 52.400364, 4.921507 52.399768, 4.922107 52.39925))"
156,N64d,Nieuwendammerdijk Oost,N64,N,79352.4,"POLYGON ((4.938963 52.388236, 4.939629 52.389937, 4.940453 52.390195, 4.940751 52.390779, 4.940826 52.390952, 4.94103 52.391241, 4.941188 52.391204, 4.941663 52.391118, 4.941787 52.391082, 4.941921 52.391028, 4.942162 52.390889, 4.942829 52.390399, 4.943492 52.390103, 4.943716 52.389992, 4.94411 52.389786, 4.944371 52.389639, 4.944482 52.389554, 4.944747 52.389295, 4.944969 52.389178, 4.945036 52.389028, 4.945904 52.388346, 4.946295 52.388008, 4.946477 52.387868, 4.947549 52.387112, 4.947599 52.3871, 4.947727 52.387095, 4.947923 52.38703, 4.947817 52.386962, 4.947943 52.38687, 4.948097 52.386827, 4.948087 52.386818, 4.9483 52.386771, 4.948433 52.386759, 4.949244 52.386721, 4.949809 52.386615, 4.952076 52.386684, 4.952429 52.386713, 4.952428 52.386302, 4.95123 52.385946, 4.951037 52.3859, 4.950867 52.385872, 4.950639 52.385849, 4.949948 52.385815, 4.949683 52.385813, 4.94905 52.385826, 4.946903 52.387298, 4.946126 52.387854, 4.945035 52.388589, 4.944087 52.389355, 4.943939 52.389462, 4.943597 52.389673, 4.943401 52.389776, 4.94315 52.389894, 4.942947 52.389757, 4.942784 52.389679, 4.940361 52.388837, 4.940219 52.388682, 4.938963 52.388236))"
157,N64e,Nieuwendammerdijk Zuid,N64,N,182869.0,"POLYGON ((4.938371 52.386727, 4.938963 52.388236, 4.940219 52.388682, 4.940361 52.388837, 4.942784 52.389679, 4.942947 52.389757, 4.94315 52.389894, 4.943401 52.389776, 4.943597 52.389673, 4.943939 52.389462, 4.944087 52.389355, 4.945035 52.388589, 4.946126 52.387854, 4.946903 52.387298, 4.94905 52.385826, 4.948188 52.385864, 4.947254 52.385935, 4.947159 52.385919, 4.947099 52.385893, 4.947049 52.385852, 4.947009 52.385798, 4.946947 52.38576, 4.946859 52.385735, 4.946764 52.385731, 4.945931 52.385852, 4.945719 52.385933, 4.945542 52.385977, 4.945226 52.386015, 4.944738 52.38609, 4.944534 52.385632, 4.938371 52.386727))"
158,N65a,Tuindorp Oostzaan West,N65,N,181544.0,"POLYGON ((4.883022 52.416793, 4.87935 52.413922, 4.879222 52.413984, 4.879189 52.413984, 4.878189 52.414451, 4.878167 52.414451, 4.877977 52.414392, 4.877946 52.414392, 4.875563 52.415516, 4.875398 52.415618, 4.875225 52.415763, 4.875099 52.415924, 4.875046 52.416027, 4.875014 52.416122, 4.874995 52.416225, 4.874992 52.416356, 4.875028 52.416535, 4.877939 52.418852, 4.878012 52.418901, 4.878145 52.418961, 4.878243 52.418989, 4.878403 52.419013, 4.879268 52.419079, 4.88062 52.418324, 4.88082 52.418201, 4.881049 52.418074, 4.882096 52.417572, 4.882677 52.41697, 4.883022 52.416793))"
159,N65b,Tuindorp Oostzaan Oost,N65,N,528791.0,"POLYGON ((4.87935 52.413922, 4.883022 52.416793, 4.883269 52.416666, 4.884604 52.415723, 4.885641 52.414829, 4.885711 52.414789, 4.88579 52.414757, 4.88591 52.414727, 4.886004 52.414717, 4.886163 52.414722, 4.887619 52.414868, 4.888193 52.414823, 4.889075 52.414901, 4.892451 52.415507, 4.892561 52.415504, 4.892696 52.415471, 4.893301 52.415192, 4.893408 52.415168, 4.893539 52.41517, 4.894147 52.415245, 4.894276 52.41527, 4.894413 52.41533, 4.894807 52.415591, 4.895192 52.415779, 4.895914 52.415887, 4.894231 52.414578, 4.894197 52.414547, 4.89406 52.414335, 4.894039 52.414107, 4.894192 52.41181, 4.894175 52.411749, 4.893829 52.411461, 4.893717 52.41135, 4.893469 52.410747, 4.892739 52.41017, 4.892089 52.409608, 4.892026 52.409536, 4.891981 52.409377, 4.89191 52.409294, 4.890513 52.408189, 4.890371 52.408262, 4.890317 52.408271, 4.890259 52.408262, 4.890113 52.408324, 4.890116 52.408375, 4.890065 52.408424, 4.886091 52.410305, 4.886048 52.410395, 4.885941 52.410403, 4.885878 52.410423, 4.884978 52.410842, 4.884146 52.411204, 4.882803 52.411844, 4.882308 52.412064, 4.881862 52.412295, 4.881889 52.412309, 4.880511 52.412971, 4.88021 52.413138, 4.879451 52.413588, 4.879414 52.413632, 4.87941 52.413682, 4.879449 52.413743, 4.87955 52.413827, 4.87935 52.413922))"
160,N65c,Terrasdorp,N65,N,689207.0,"POLYGON ((4.890513 52.408189, 4.89191 52.409294, 4.891981 52.409377, 4.892026 52.409536, 4.892089 52.409608, 4.892739 52.41017, 4.893469 52.410747, 4.893717 52.41135, 4.893829 52.411461, 4.894175 52.411749, 4.894192 52.41181, 4.894039 52.414107, 4.89406 52.414335, 4.894197 52.414547, 4.894231 52.414578, 4.895914 52.415887, 4.897849 52.415282, 4.898842 52.414739, 4.900096 52.413692, 4.902044 52.412286, 4.899296 52.406119, 4.899386 52.405963, 4.899032 52.405159, 4.902115 52.403776, 4.900816 52.402297, 4.900272 52.401532, 4.900195 52.401467, 4.894614 52.404137, 4.89393 52.404427, 4.893512 52.404618, 4.893275 52.404921, 4.893221 52.405016, 4.893184 52.40511, 4.893154 52.405249, 4.89302 52.40636, 4.892971 52.406523, 4.892884 52.406696, 4.892772 52.406845, 4.892643 52.406978, 4.892546 52.407058, 4.892368 52.407182, 4.891632 52.407607, 4.890513 52.408189))"
161,N65d,De Bongerd,N65,N,300161.0,"POLYGON ((4.902044 52.412286, 4.904644 52.410398, 4.905551 52.40987, 4.905993 52.409555, 4.906284 52.409312, 4.906571 52.409041, 4.906749 52.408849, 4.90695 52.408609, 4.907331 52.408093, 4.907373 52.407991, 4.90739 52.40789, 4.907375 52.407747, 4.907314 52.407607, 4.906614 52.406544, 4.906473 52.406371, 4.9063 52.406209, 4.906054 52.406033, 4.90523 52.405593, 4.902683 52.404248, 4.902409 52.404045, 4.902115 52.403776, 4.899032 52.405159, 4.899386 52.405963, 4.899296 52.406119, 4.902044 52.412286))"
162,N66c,Walvisbuurt,N66,N,506740.0,"POLYGON ((4.875436 52.424133, 4.875832 52.424747, 4.876191 52.425368, 4.876562 52.426104, 4.876579 52.426221, 4.876972 52.426078, 4.877157 52.426019, 4.877471 52.425926, 4.877673 52.425875, 4.87801 52.425809, 4.878375 52.425752, 4.878664 52.425714, 4.878863 52.425697, 4.879263 52.425681, 4.879526 52.425683, 4.879832 52.4257, 4.880326 52.425747, 4.880661 52.425792, 4.881642 52.426005, 4.881832 52.426014, 4.881936 52.426006, 4.882218 52.425959, 4.882367 52.425919, 4.882463 52.425881, 4.882579 52.425817, 4.882726 52.425723, 4.882973 52.425507, 4.882989 52.425502, 4.883278 52.425511, 4.883851 52.425554, 4.884429 52.425586, 4.885296 52.425605, 4.885843 52.425606, 4.886547 52.425582, 4.886877 52.425557, 4.887582 52.425562, 4.887575 52.425571, 4.887691 52.425578, 4.888122 52.425169, 4.889097 52.424089, 4.891478 52.421624, 4.892191 52.420844, 4.89322 52.419825, 4.894187 52.418902, 4.895437 52.417606, 4.89586 52.417112, 4.896018 52.416969, 4.896307 52.416747, 4.896464 52.416585, 4.896556 52.416462, 4.896504 52.41646, 4.896408 52.416474, 4.896349 52.416497, 4.896234 52.41656, 4.895832 52.41653, 4.89549 52.416479, 4.895143 52.416461, 4.894757 52.416404, 4.894544 52.416518, 4.894544 52.417333, 4.894501 52.417481, 4.894434 52.417594, 4.894338 52.4177, 4.894217 52.417795, 4.893231 52.418429, 4.892909 52.418709, 4.892641 52.418961, 4.892564 52.419061, 4.892538 52.419135, 4.892533 52.41921, 4.89255 52.419285, 4.892587 52.419356, 4.892644 52.419423, 4.892718 52.419482, 4.892443 52.41972, 4.892078 52.420072, 4.891937 52.420057, 4.891929 52.420098, 4.891942 52.420139, 4.89203 52.420164, 4.891946 52.420274, 4.891618 52.420203, 4.8915 52.420326, 4.891446 52.420471, 4.890674 52.421413, 4.890598 52.42148, 4.890513 52.421528, 4.890428 52.421562, 4.890341 52.421585, 4.890139 52.42161, 4.888773 52.421634, 4.888188 52.421619, 4.887899 52.421597, 4.885063 52.421216, 4.884357 52.421106, 4.883463 52.42094, 4.881556 52.420392, 4.879977 52.419949, 4.878381 52.421409, 4.875436 52.424133))"
163,N66d,Twiske West,N66,N,419323.0,"POLYGON ((4.887691 52.425578, 4.88816 52.425611, 4.888927 52.425628, 4.889696 52.425626, 4.890877 52.425564, 4.891358 52.425532, 4.892107 52.42546, 4.892465 52.425442, 4.894396 52.425229, 4.895905 52.425027, 4.896239 52.424961, 4.896535 52.424926, 4.896728 52.42489, 4.896867 52.424872, 4.897145 52.424806, 4.89738 52.424768, 4.898351 52.424569, 4.898412 52.424577, 4.898388 52.424514, 4.898746 52.424454, 4.898765 52.424191, 4.898607 52.422015, 4.898596 52.421548, 4.898667 52.421101, 4.898571 52.420561, 4.89858 52.420561, 4.898491 52.419141, 4.898497 52.418622, 4.898445 52.418287, 4.8984 52.417664, 4.89825 52.416873, 4.898233 52.416828, 4.898208 52.416804, 4.898153 52.416777, 4.897543 52.416614, 4.896808 52.416465, 4.896556 52.416462, 4.896464 52.416585, 4.896307 52.416747, 4.896018 52.416969, 4.89586 52.417112, 4.895437 52.417606, 4.894187 52.418902, 4.89322 52.419825, 4.892191 52.420844, 4.891478 52.421624, 4.889097 52.424089, 4.888122 52.425169, 4.887691 52.425578))"
164,N66e,Noorder IJplas,N66,N,1467860.0,"POLYGON ((4.856085 52.416656, 4.859477 52.41976, 4.859638 52.419948, 4.859759 52.420169, 4.859837 52.420375, 4.859874 52.420508, 4.859891 52.420642, 4.859888 52.420777, 4.859861 52.420984, 4.859814 52.42112, 4.859731 52.421273, 4.859489 52.421604, 4.858208 52.423272, 4.857989 52.423583, 4.857913 52.423723, 4.857853 52.42389, 4.857818 52.424173, 4.857824 52.424268, 4.857868 52.424473, 4.857954 52.424711, 4.858026 52.424838, 4.858117 52.424971, 4.858249 52.425115, 4.858394 52.425247, 4.860891 52.427424, 4.86246 52.428769, 4.862569 52.428913, 4.862676 52.429098, 4.862713 52.42919, 4.862752 52.429371, 4.86274 52.429501, 4.862709 52.429592, 4.862812 52.429616, 4.862685 52.429934, 4.862859 52.429962, 4.864194 52.430257, 4.864213 52.430367, 4.864885 52.430506, 4.86502 52.430542, 4.865143 52.430534, 4.865264 52.430536, 4.865393 52.430557, 4.865579 52.430611, 4.865971 52.430671, 4.86619 52.43065, 4.866697 52.430665, 4.866998 52.430637, 4.867934 52.430516, 4.868371 52.430414, 4.86875 52.430309, 4.86892 52.430252, 4.868968 52.430228, 4.869703 52.429739, 4.869835 52.429818, 4.869865 52.429851, 4.869901 52.429924, 4.86994 52.429961, 4.86998 52.429983, 4.870102 52.430012, 4.870204 52.430061, 4.870278 52.43013, 4.870603 52.430352, 4.870747 52.430388, 4.870964 52.430181, 4.871428 52.430102, 4.871727 52.430036, 4.872107 52.42991, 4.872231 52.429857, 4.872453 52.429738, 4.87265 52.429601, 4.872678 52.4296, 4.872743 52.429535, 4.873053 52.429549, 4.873254 52.429536, 4.873342 52.429479, 4.873402 52.429379, 4.87355 52.42905, 4.874119 52.427957, 4.874227 52.427964, 4.87525 52.427052, 4.875484 52.426869, 4.875721 52.426699, 4.875973 52.426539, 4.876239 52.426391, 4.876619 52.426228, 4.876579 52.426221, 4.876562 52.426104, 4.876191 52.425368, 4.875832 52.424747, 4.875436 52.424133, 4.87507 52.423619, 4.874586 52.423001, 4.874329 52.422731, 4.874032 52.422476, 4.873698 52.42224, 4.873424 52.422076, 4.87313 52.421925, 4.872305 52.421543, 4.871553 52.421166, 4.870685 52.420689, 4.869992 52.420272, 4.869681 52.420053, 4.869385 52.419827, 4.868902 52.419417, 4.868422 52.418954, 4.867768 52.418262, 4.863631 52.413897, 4.860881 52.414894, 4.855718 52.416316, 4.856085 52.416656))"
